name,rating,genre,release_year,movie_runtime,imdb_link
Joker,8.3,Psychological Drama / Psychological Thriller / Tragedy / Crime / Drama / Thriller / Atmospheric / Cinematography / Performance / Standout performance / Dark tone / Inner conflict / Mental health / Social commentary / Thought-provoking,2019,2h 2m,https://www.imdb.com/title/tt7286456/?ref_=chttp_t_86
Once Upon a Time in America,8.3,Dark Comedy / Epic / Gangster / Period Drama / Crime / Drama / Cinematography / Friendship / Musical score / Production design / Ambitious / Character development / Inner conflict / Narrative complexity / Pacing / Sexuality,1984,3h 49m,https://www.imdb.com/title/tt0087843/?ref_=chttp_t_87
Capernaum,8.4,Coming-of-Age / Legal Drama / Drama / Authentic emotion / Cinematography / Direction / Dramatic depth / Human experience / Realism / Social commentary / Survival,2018,2h 6m,https://www.imdb.com/title/tt8267604/?ref_=chttp_t_88
Singin' in the Rain,8.3,Classic Musical / Feel-Good Romance / Jukebox Musical / Romantic Comedy / Satire / Comedy / Musical / Romance / Chemistry / Comedic brilliance / Dance choreography / Iconic performance / Iconic scene / Musical score / Nostalgic / Production design,1952,1h 43m,https://www.imdb.com/title/tt0045152/?ref_=chttp_t_89
Come and See,8.3,Epic / Period Drama / Tragedy / War Epic / Drama / Thriller / War / Authentic emotion / Cinematography / Historical accuracy / Psychological depth / Realism / Sound design / Dark tone / Survival / Symbolism,1985,2h 22m,https://www.imdb.com/title/tt0091251/?ref_=chttp_t_90
Requiem for a Dream,8.3,Psychological Drama / Tragedy / Drama / Authentic emotion / Cinematography / Editing / Performance / Realism / Soundtrack / Social commentary / Dark tone / Haunting,2000,1h 42m,https://www.imdb.com/title/tt0180093/?ref_=chttp_t_91
Star Wars: Episode VI - Return of the Jedi,8.3,Action Epic / Adventure Epic / Dark Fantasy / Dystopian Sci-Fi / Epic / Fantasy Epic / Globetrotting Adventure / Quest / Sci-Fi Epic / Space Sci-Fi / Action sequences / Character development / Emotional weight / Iconic ending / Satisfying ending / Special effects / Creature design / Generational appeal / Pacing,1983,2h 11m,https://www.imdb.com/title/tt0086190/?ref_=chttp_t_92
Toy Story 3,8.3,Computer Animation / Supernatural Fantasy / Urban Adventure / Adventure / Animation / Comedy / Family / Fantasy / Animation style / Authentic emotion / Bittersweet / Character development / Emotional weight / Family dynamics / Friendship / Generational appeal / Dark tone,2010,1h 43m,https://www.imdb.com/title/tt0435761/?ref_=chttp_t_93
The Hunt,8.3,Psychological Drama / Tragedy / Drama / Atmospheric / Authentic emotion / Performance / Realism / Suspenseful / Thought-provoking / Inner conflict / Morality / Social commentary,2012,1h 55m,https://www.imdb.com/title/tt2106476/?ref_=chttp_t_94
Ikiru,8.3,Psychological Drama / Tragedy / Drama,1952,2h 23m,https://www.imdb.com/title/tt0044741/?ref_=chttp_t_95
Eternal Sunshine of the Spotless Mind,8.3,Dark Romance / Psychological Drama / Drama / Romance / Sci-Fi / Chemistry / Cinematography / Dreamlike / Emotional weight / Narrative complexity / Originality / Performance / Philosophical elements / Surreal,2004,1h 48m,https://www.imdb.com/title/tt0338013/?ref_=chttp_t_96
2001: A Space Odyssey,8.3,Adventure Epic / Artificial Intelligence / Epic / Psychological Drama / Sci-Fi Epic / Space Sci-Fi / Adventure / Sci-Fi / Ambitious / Artistic vision / Atmospheric / Enduring legacy / Thought-provoking / Philosophical elements / Symbolism / Confusing / Pacing,1968,2h 29m,https://www.imdb.com/title/tt0062622/?ref_=chttp_t_97
Incendies,8.3,Suspense Mystery / Drama / Mystery / War / Cinematography / Direction / Performance / Identity / Narrative complexity / Family dynamics / Inner conflict / Religious themes / Social commentary,2010,2h 11m,https://www.imdb.com/title/tt1255953/?ref_=chttp_t_98
The Apartment,8.3,Farce / Holiday Comedy / Holiday Romance / Romantic Comedy / Comedy / Drama / Holiday / Romance / Authentic emotion / Comedic brilliance / Dramatic depth / Enduring legacy / Performance / Relatable / Dubbing / Iconic ending / Social commentary,1960,2h 5m,https://www.imdb.com/title/tt0053604/?ref_=chttp_t_99
Reservoir Dogs,8.3,Gangster / Heist / Crime / Thriller / Atmospheric / Authentic emotion / Character development / Dialogue / Non-linear structure / Performance / Realism / Soundtrack / Standout performance / Suspenseful,1992,1h 39m,https://www.imdb.com/title/tt0105236/?ref_=chttp_t_100
Lawrence of Arabia,8.3,Adventure Epic / Desert Adventure / Epic / Tragedy / War Epic / Adventure / Biography / Drama / War / Authentic emotion / Cinematography / Direction / Epic / Musical score / Performance / Historical accuracy / Identity / Inner conflict,1962,3h 47m,https://www.imdb.com/title/tt0056172/?ref_=chttp_t_101
The Chaos Class Failed the Class,8.7,Satire / Comedy,1975,N/A,https://www.imdb.com/title/tt0252488/?ref_=chttp_t_102
Scarface,8.3,Drug Crime / Epic / Gangster / Tragedy / Crime / Drama / Ambitious / Character development / Cinematography / Iconic lines / Iconic performance / Social commentary / Soundtrack / Direction / Iconic ending / Over-the-top,1983,2h 50m,https://www.imdb.com/title/tt0086250/?ref_=chttp_t_103
Double Indemnity,8.3,Film Noir / Hard-boiled Detective / Crime / Drama / Mystery / Thriller / Atmospheric / Cinematography / Dark tone / Dialogue / Direction / Enduring legacy / Narration / Performance / Suspenseful,1944,1h 47m,https://www.imdb.com/title/tt0036775/?ref_=chttp_t_104
Heat,8.3,Action Epic / Cop Drama / Epic / Gangster / Heist / Action / Crime / Drama / Action sequences / Character development / Cinematography / Direction / Dramatic tension / Great ensemble / Performance / Soundtrack / Thrilling / Pacing,1995,2h 50m,https://www.imdb.com/title/tt0113277/?ref_=chttp_t_105
North by Northwest,8.3,Spy / Adventure / Drama / Mystery / Thriller / Action sequences / Character development / Chemistry / Comedic brilliance / Direction / Iconic imagery / Suspenseful / Thrilling / Adaptation,1959,2h 16m,https://www.imdb.com/title/tt0053125/?ref_=chttp_t_106
Up,8.3,Coming-of-Age / Computer Animation / Globetrotting Adventure / Quest / Adventure / Animation / Comedy / Drama / Family / Animation style / Authentic emotion / Character development / Comedic brilliance / Emotional weight / Family dynamics / Friendship / Inspirational,2009,1h 36m,https://www.imdb.com/title/tt1049413/?ref_=chttp_t_107
M,8.3,Psychological Thriller / Serial Killer / Suspense Mystery / Crime / Mystery / Thriller / Atmospheric / Cinematography / Direction / Historical accuracy / Psychological depth / Standout performance / Suspenseful / Morality / Social commentary,1931,1h 39m,https://www.imdb.com/title/tt0022100/?ref_=chttp_t_108
Citizen Kane,8.3,Epic / Period Drama / Tragedy / Drama / Mystery / Artistic vision / Atmospheric / Authentic emotion / Cinematography / Enduring legacy / Narrative complexity / Symbolism / Technical achievement / Thought-provoking,1941,1h 59m,https://www.imdb.com/title/tt0033467/?ref_=chttp_t_109
Full Metal Jacket,8.2,Dark Comedy / Period Drama / Psychological Drama / Drama / War / Standout performance / Action sequences / Character development / Dark humor / Direction / Duality / Historical accuracy / Psychological depth / Realism / Uneven quality,1987,1h 56m,https://www.imdb.com/title/tt0093058/?ref_=chttp_t_110
Vertigo,8.2,Psychological Thriller / Tragedy / Mystery / Romance / Thriller / Atmospheric / Cinematography / Musical score / Suspenseful / Ambitious / Dreamlike / Psychological depth / Symbolism / Character development / Thin story,1958,2h 8m,https://www.imdb.com/title/tt0052357/?ref_=chttp_t_111
Amélie,8.3,Feel-Good Romance / Quirky Comedy / Romantic Comedy / Comedy / Romance / Atmospheric / Authentic emotion / Charming / Cinematography / Comedic brilliance / Romantic / Soundtrack / Visual innovation,2001,2h 2m,https://www.imdb.com/title/tt0211915/?ref_=chttp_t_112
A Separation,8.3,Legal Drama / Psychological Drama / Drama / Authentic emotion / Cinematography / Direction / Performance / Family dynamics / Morality / Narrative complexity / Religious themes / Social commentary,2011,2h 3m,https://www.imdb.com/title/tt1832382/?ref_=chttp_t_113
Like Stars on Earth,8.3,Coming-of-Age / Drama / Family / Authentic emotion / Cinematography / Direction / Emotional weight / Inspirational / Performance / Relatable / Social commentary / Adaptation,2007,2h 42m,https://www.imdb.com/title/tt0986264/?ref_=chttp_t_114
To Kill a Mockingbird,8.3,Legal Drama / Period Drama / Crime / Drama / Cinematography / Family dynamics / Morality / Performance / Thought-provoking / Adaptation / Character development / Symbolism,1962,2h 9m,https://www.imdb.com/title/tt0056592/?ref_=chttp_t_115
Die Hard,8.2,Disaster / One-Person Army Action / Action / Holiday / Thriller / Action sequences / Comedic brilliance / Direction / Iconic lines / Iconic performance / Realism / Special effects / Suspenseful / Thrilling,1988,2h 12m,https://www.imdb.com/title/tt0095016/?ref_=chttp_t_116
A Clockwork Orange,8.2,Dark Comedy / Dystopian Sci-Fi / Crime / Sci-Fi / Artistic vision / Iconic performance / Thought-provoking / Adaptation / Character development / Philosophical elements / Social commentary / Dark tone / Dystopian elements / Sexuality,1971,2h 16m,https://www.imdb.com/title/tt0066921/?ref_=chttp_t_117
The Sting,8.2,Caper / Comedy / Crime / Drama / Chemistry / Comedic brilliance / Great ensemble / Iconic performance / Iconic score / Narrative complexity / Production design / Satisfying ending / Suspenseful,1973,2h 9m,https://www.imdb.com/title/tt0070735/?ref_=chttp_t_118
Indiana Jones and the Last Crusade,8.2,Adventure Epic / Desert Adventure / Globetrotting Adventure / Quest / Action / Adventure / Action sequences / Character development / Chemistry / Comedic brilliance / Direction / Family dynamics / Iconic score / Production design / Set pieces,1989,2h 7m,https://www.imdb.com/title/tt0097576/?ref_=chttp_t_119
Oppenheimer,8.3,Docudrama / Epic / Historical Epic / Period Drama / Psychological Drama / Biography / Drama / History / Cinematography / Performance / Sound design / Historical accuracy / Inner conflict / Narrative complexity / Scientific depth / Pacing,2023,3h,https://www.imdb.com/title/tt15398776/?ref_=chttp_t_120
Metropolis,8.3,Dystopian Sci-Fi / Epic / Sci-Fi Epic / Steampunk / Drama / Sci-Fi / Ambitious / Artistic vision / Enduring legacy / Technical achievement / Visual spectacle / Dubbing / Religious themes / Social commentary / Dystopian elements,1927,2h 33m,https://www.imdb.com/title/tt0017136/?ref_=chttp_t_121
Snatch,8.2,Caper / Dark Comedy / Gangster / Comedy / Crime / Character development / Cinematography / Comedic brilliance / Dark humor / Direction / Editing / Great ensemble / Rewatchable / Soundtrack,2000,1h 42m,https://www.imdb.com/title/tt0208092/?ref_=chttp_t_122
1917,8.2,Epic / Period Drama / War Epic / Action / Drama / War / Atmospheric / Authentic emotion / Cinematography / Production design / Sound design / Suspenseful / Technical achievement / Thrilling / Historical accuracy / Thin story,2019,1h 59m,https://www.imdb.com/title/tt8579674/?ref_=chttp_t_123
L.A. Confidential,8.2,Conspiracy Thriller / Cop Drama / Hard-boiled Detective / Period Drama / Police Procedural / Suspense Mystery / Whodunnit / Crime / Drama / Mystery / Atmospheric / Character development / Cinematography / Performance / Production design / Adaptation / Dark tone / Narrative complexity / Social commentary,1997,2h 18m,https://www.imdb.com/title/tt0119488/?ref_=chttp_t_124
Bicycle Thieves,8.2,Tragedy / Drama / Authentic emotion / Cinematography / Dramatic depth / Family dynamics / Historical accuracy / Human experience / Realism / Social commentary / Survival,1948,1h 29m,https://www.imdb.com/title/tt0040522/?ref_=chttp_t_125
Downfall,8.2,Docudrama / Political Drama / Tragedy / Biography / Drama / History / War / Atmospheric / Performance / Production design / Realism / Historical accuracy / Inner conflict / Social commentary / Thought-provoking,2004,2h 36m,https://www.imdb.com/title/tt0363163/?ref_=chttp_t_126
Dangal,8.3,Coming-of-Age / Martial Arts / Action / Biography / Drama / Sport / Authentic emotion / Cinematography / Direction / Emotional weight / Family dynamics / Fight choreography / Inspirational / Performance / Social commentary,2016,2h 41m,https://www.imdb.com/title/tt5074352/?ref_=chttp_t_127
The Wolf of Wall Street,8.2,Dark Comedy / Docudrama / Epic / Raunchy Comedy / Satire / True Crime / Biography / Comedy / Crime / Drama / Cinematography / Comedic brilliance / Dark humor / Direction / Iconic performance / Iconic performance / Performance / Social commentary / Sexuality,2013,3h,https://www.imdb.com/title/tt0993846/?ref_=chttp_t_128
Hamilton,8.3,Epic / Historical Epic / Biography / Drama / History / Musical / Authentic emotion / Character development / Comedic brilliance / Dance choreography / Educational / Musical score / Performance / Production design / Social commentary / Historical accuracy,2020,2h 40m,https://www.imdb.com/title/tt8503618/?ref_=chttp_t_129
Taxi Driver,8.2,Psychological Drama / Crime / Drama,1976,1h 54m,https://www.imdb.com/title/tt0075314/?ref_=chttp_t_130
Green Book,8.2,Docudrama / Period Drama / Road Trip / Biography / Comedy / Drama / Music / Character development / Chemistry / Friendship / Inspirational / Performance / Personal growth / Social commentary / Historical accuracy,2018,2h 10m,https://www.imdb.com/title/tt6966692/?ref_=chttp_t_131
Batman Begins,8.2,Action Epic / Epic / Superhero / Tragedy / Action / Crime / Drama / Thriller / Atmospheric / Character development / Cinematography / Dark tone / Performance / Production design / Psychological depth / Realism / Action sequences / Adaptation,2005,2h 20m,https://www.imdb.com/title/tt0372784/?ref_=chttp_t_132
The Truman Show,8.2,Dark Comedy / High-Concept Comedy / Psychological Drama / Satire / Showbiz Drama / Comedy / Drama / Authentic emotion / Freedom / Thought-provoking / Allegorical elements / Existential / Identity / Philosophical elements / Dystopian elements / Social commentary,1998,1h 43m,https://www.imdb.com/title/tt0120382/?ref_=chttp_t_133
For a Few Dollars More,8.2,One-Person Army Action / Spaghetti Western / Drama / Western / Action sequences / Atmospheric / Character development / Chemistry / Cinematography / Direction / Iconic score / Musical score / Thrilling / Pacing,1965,2h 12m,https://www.imdb.com/title/tt0059578/?ref_=chttp_t_134
Judgment at Nuremberg,8.3,Legal Drama / Drama / War / Cinematography / Historical accuracy / Performance / Thought-provoking / Direction / Morality / Social commentary,1961,2h 59m,https://www.imdb.com/title/tt0055031/?ref_=chttp_t_135
Some Like It Hot,8.2,Buddy Comedy / Farce / Romantic Comedy / Satire / Screwball Comedy / Comedy / Music / Romance / Chemistry / Comedic brilliance / Costume design / Direction / Great ensemble / Iconic ending / Iconic lines / Iconic performance / Physical comedy,1959,2h 1m,https://www.imdb.com/title/tt0053291/?ref_=chttp_t_136
Shutter Island,8.2,Psychological Thriller / Suspense Mystery / Drama / Mystery / Thriller / Atmospheric / Cinematography / Direction / Gothic / Performance / Production design / Psychological depth / Suspenseful / Narrative complexity,2010,2h 18m,https://www.imdb.com/title/tt1130884/?ref_=chttp_t_137
The Kid,8.2,Buddy Comedy / Slapstick / Comedy / Drama / Family / Authentic emotion / Character development / Charming / Comedic brilliance / Emotional weight / Enduring legacy / Heartfelt / Physical comedy / Social commentary,1921,1h 8m,https://www.imdb.com/title/tt0012349/?ref_=chttp_t_138
The Father,8.2,Psychological Drama / Drama / Mystery / Authentic emotion / Direction / Performance / Realism / Thought-provoking / Confusing / Emotional weight / Family dynamics / Mental health,2020,1h 37m,https://www.imdb.com/title/tt10272386/?ref_=chttp_t_139
All About Eve,8.2,Showbiz Drama / Drama / Dialogue / Dramatic tension / Enduring legacy / Narration / Performance / Production design / Inner conflict / Social commentary / Ambitious,1950,2h 18m,https://www.imdb.com/title/tt0042192/?ref_=chttp_t_140
Jurassic Park,8.2,Dinosaur Adventure / Jungle Adventure / Action / Adventure / Sci-Fi / Thriller / Creature design / Direction / Generational appeal / Iconic score / Special effects / Suspenseful / Thrilling / Visual spectacle / Character development / Environmentalism,1993,2h 7m,https://www.imdb.com/title/tt0107290/?ref_=chttp_t_141
There Will Be Blood,8.2,Epic / Period Drama / Psychological Drama / Tragedy / Drama / Ambitious / Atmospheric / Cinematography / Performance / Narrative complexity / Religious themes / Social commentary / Suspenseful,2007,2h 38m,https://www.imdb.com/title/tt0469494/?ref_=chttp_t_142
The Sixth Sense,8.2,Psychological Drama / Psychological Thriller / Suspense Mystery / Drama / Mystery / Thriller / Atmospheric / Direction / Emotional weight / Family dynamics / Psychological depth / Rewatchable / Standout performance / Supernatural themes / Suspenseful,1999,1h 47m,https://www.imdb.com/title/tt0167404/?ref_=chttp_t_143
Casino,8.2,Docudrama / Epic / Gangster / True Crime / Crime / Drama / Ambitious / Authentic emotion / Cinematography / Dramatic tension / Iconic performance / Adaptation / Dark tone / Narration / Social commentary,1995,2h 58m,https://www.imdb.com/title/tt0112641/?ref_=chttp_t_144
Ran,8.2,Epic / Period Drama / Samurai / Tragedy / War Epic / Action / Drama / War / Action sequences / Authentic emotion / Cinematography / Costume design / Direction / Dramatic depth / Adaptation / Symbolism / Family dynamics,1985,2h 40m,https://www.imdb.com/title/tt0089881/?ref_=chttp_t_145
Top Gun: Maverick,8.2,Action Epic / Epic / Action / Drama / Action sequences / Character development / Cinematography / Emotional stakes / Nostalgic / Practical effects / Sound design / Thrilling / Formulaic / Thin story,2022,2h 10m,https://www.imdb.com/title/tt1745960/?ref_=chttp_t_146
No Country for Old Men,8.2,Contemporary Western / Psychological Thriller / Serial Killer / Crime / Drama / Thriller / Atmospheric / Cinematography / Performance / Suspenseful / Adaptation / Allegorical elements / Character development / Dark tone / Narrative complexity / Philosophical elements,2007,2h 2m,https://www.imdb.com/title/tt0477348/?ref_=chttp_t_147
The Thing,8.2,Alien Invasion / Body Horror / Monster Horror / Supernatural Horror / Tragedy / Horror / Mystery / Sci-Fi / Atmospheric / Cinematography / Creature design / Direction / Enduring legacy / Horror craft / Practical effects / Rewatchable / Soundtrack / Suspenseful,1982,1h 49m,https://www.imdb.com/title/tt0084787/?ref_=chttp_t_148
Pan's Labyrinth,8.2,Coming-of-Age / Dark Fantasy / Fairy Tale / Period Drama / Supernatural Fantasy / Teen Fantasy / Tragedy / Drama / Fantasy / War / Ambitious / Atmospheric / Authentic emotion / Character development / Cinematography / Creature design / Production design / Narrative complexity / Symbolism,2006,1h 58m,https://www.imdb.com/title/tt0457430/?ref_=chttp_t_149
Unforgiven,8.2,Period Drama / Tragedy / Drama / Western / Atmospheric / Authentic emotion / Cinematography / Direction / Performance / Realism / Inner conflict / Morality,1992,2h 10m,https://www.imdb.com/title/tt0105695/?ref_=chttp_t_150
Kill Bill: Vol. 1,8.2,Kung Fu / Martial Arts / One-Person Army Action / Action / Crime / Thriller / Action sequences / Authentic emotion / Cinematography / Fight choreography / Genre blending / Iconic imagery / Iconic performance / Iconic score / Stunts,2003,1h 51m,https://www.imdb.com/title/tt0266697/?ref_=chttp_t_151
A Beautiful Mind,8.2,Docudrama / Period Drama / Psychological Drama / Biography / Drama / Mystery / Authentic emotion / Chemistry / Cinematography / Direction / Dramatic depth / Inspirational / Performance / Mental health / Historical accuracy,2001,2h 15m,https://www.imdb.com/title/tt0268978/?ref_=chttp_t_152
The Treasure of the Sierra Madre,8.2,Tragedy / Adventure / Drama / Western / Atmospheric / Cinematography / Direction / Friendship / Dramatic tension / Inner conflict / Morality / Survival,1948,2h 6m,https://www.imdb.com/title/tt0040897/?ref_=chttp_t_153
Prisoners,8.2,Psychological Thriller / Suspense Mystery / Crime / Drama / Mystery / Thriller,2013,2h 33m,https://www.imdb.com/title/tt1392214/?ref_=chttp_t_154
Yojimbo,8.2,One-Person Army Action / Period Drama / Samurai / Action / Drama / Thriller / Action sequences / Character development / Cinematography / Direction / Enduring legacy / Fight choreography / Iconic performance / Performance / Thrilling / Adaptation,1961,1h 50m,https://www.imdb.com/title/tt0055630/?ref_=chttp_t_155
Finding Nemo,8.2,Animal Adventure / Buddy Comedy / Computer Animation / Quest / Sea Adventure / Adventure / Animation / Comedy / Family / Animation style / Character development / Comedic brilliance / Emotional weight / Family dynamics / Friendship / Generational appeal / Thin story,2003,1h 40m,https://www.imdb.com/title/tt0266543/?ref_=chttp_t_156
Howl's Moving Castle,8.2,Adventure Epic / Anime / Hand-Drawn Animation / Supernatural Fantasy / Adventure / Animation / Family / Fantasy / Animation style / Character development / Family dynamics / Fantastical elements / Romantic / Visual spectacle / Worldbuilding / Adaptation / Confusing,2004,1h 59m,https://www.imdb.com/title/tt0347149/?ref_=chttp_t_157
The Great Escape,8.2,Epic / Period Drama / Prison Drama / War Epic / Adventure / Drama / Thriller / War / Action sequences / Character development / Courage / Freedom / Friendship / Great ensemble / Historical accuracy / Iconic score / Suspenseful / Thrilling,1963,2h 52m,https://www.imdb.com/title/tt0057115/?ref_=chttp_t_158
Monty Python and the Holy Grail,8.2,Farce / Parody / Quest / Satire / Sketch Comedy / Slapstick / Sword & Sorcery / Adventure / Comedy / Fantasy / Comedic brilliance / Fourth wall breaks / Generational appeal / Iconic lines / Iconic performance / Iconic scene / Unpredictable / Suspenseful,1975,1h 31m,https://www.imdb.com/title/tt0071853/?ref_=chttp_t_159
The Elephant Man,8.2,Docudrama / Period Drama / Tragedy / Biography / Drama / Atmospheric / Authentic emotion / Dramatic depth / Human experience / Inspirational / Makeup / Social commentary,1980,2h 4m,https://www.imdb.com/title/tt0080678/?ref_=chttp_t_160
Dial M for Murder,8.2,Crime / Drama / Mystery / Thriller / Cinematography / Dialogue / Direction / Narrative complexity / Performance / Suspenseful / Thrilling / Adaptation / Ambitious,1954,1h 45m,https://www.imdb.com/title/tt0046912/?ref_=chttp_t_161
Klaus,8.2,Hand-Drawn Animation / Holiday Animation / Holiday Comedy / Holiday Family / Adventure / Animation / Comedy / Family / Fantasy / Holiday / Animation style / Authentic emotion / Character development / Comedic brilliance / Family dynamics / Friendship / Heartfelt / Inspirational / Production design,2019,1h 36m,https://www.imdb.com/title/tt4729430/?ref_=chttp_t_162
Gone with the Wind,8.2,Costume Drama / Epic / Period Drama / Romantic Epic / Tragic Romance / War Epic / Drama / Romance / War / Authentic emotion / Character development / Cinematography / Enduring legacy / Production design / Romantic / Survival / Historical accuracy / Social commentary,1939,3h 58m,https://www.imdb.com/title/tt0031381/?ref_=chttp_t_163
Chinatown,8.1,Conspiracy Thriller / Hard-boiled Detective / Psychological Drama / Psychological Thriller / Tragedy / Drama / Mystery / Thriller / Atmospheric / Character development / Cinematography / Dark tone / Direction / Narrative complexity / Performance / Social commentary / Suspenseful / Iconic ending,1974,2h 10m,https://www.imdb.com/title/tt0071315/?ref_=chttp_t_164
Rashomon,8.2,Period Drama / Crime / Drama / Mystery / Ambitious / Authentic emotion / Cinematography / Direction / Enduring legacy / Narrative complexity / Philosophical elements / Social commentary / Thought-provoking / Suspenseful,1950,1h 28m,https://www.imdb.com/title/tt0042876/?ref_=chttp_t_165
The Secret in Their Eyes,8.2,Dark Romance / Erotic Thriller / Legal Thriller / Period Drama / Psychological Drama / Psychological Thriller / Suspense Mystery / Tragedy / Whodunnit / Drama / Authentic emotion / Cinematography / Direction / Emotional weight / Narrative complexity / Romantic / Satisfying ending / Suspenseful,2009,2h 9m,https://www.imdb.com/title/tt1305806/?ref_=chttp_t_166
"Lock, Stock and Two Smoking Barrels",8.1,Dark Comedy / Farce / Gangster / Heist / Comedy / Crime / Comedic brilliance / Dark humor / Great ensemble / Iconic lines / Kinetic style / Rewatchable / Camera work / Derivative / Thin story / Uneven quality,1998,1h 47m,https://www.imdb.com/title/tt0120735/?ref_=chttp_t_167
V for Vendetta,8.1,Dystopian Sci-Fi / Political Thriller / Superhero / Action / Drama / Sci-Fi / Thriller / Action sequences / Cinematography / Freedom / Thought-provoking / Adaptation / Social commentary / Symbolism / Dystopian elements,2005,2h 12m,https://www.imdb.com/title/tt0434409/?ref_=chttp_t_168
Inside Out,8.1,Coming-of-Age / Computer Animation / Adventure / Animation / Comedy / Drama / Family / Fantasy / Animation style / Authentic emotion / Educational / Emotional weight / Family dynamics / Inspirational / Mental health / Psychological depth / Character development,2015,1h 35m,https://www.imdb.com/title/tt2096673/?ref_=chttp_t_169
"Three Billboards Outside Ebbing, Missouri",8.1,Dark Comedy / Satire / Comedy / Crime / Drama / Character development / Emotional weight / Great ensemble / Performance / Dark humor / Social commentary / Unpredictable / Writing,2017,1h 55m,https://www.imdb.com/title/tt5027774/?ref_=chttp_t_170
The Bridge on the River Kwai,8.1,Jungle Adventure / War Epic / Adventure / Drama / War / Cinematography / Dramatic tension / Enduring legacy / Performance / Production design / Adaptation / Social commentary / Historical accuracy / Pacing,1957,2h 41m,https://www.imdb.com/title/tt0050212/?ref_=chttp_t_171
Catch Me If You Can,8.1,Caper / Coming-of-Age / Docudrama / Globetrotting Adventure / Period Drama / True Crime / Biography / Crime / Drama / Character development / Charming / Chemistry / Comedic brilliance / Direction / Family dynamics / Suspenseful / Thrilling,2002,2h 21m,https://www.imdb.com/title/tt0264464/?ref_=chttp_t_172
Trainspotting,8.1,Dark Comedy / Psychological Drama / Drama / Cinematography / Realism / Soundtrack / Standout performance / Dark humor / Friendship / Narration / Philosophical elements / Social commentary,1996,1h 33m,https://www.imdb.com/title/tt0117951/?ref_=chttp_t_173
Raging Bull,8.1,Boxing / Docudrama / Period Drama / Biography / Drama / Sport / Atmospheric / Cinematography / Direction / Performance / Authentic emotion / Inner conflict / Realism / Family dynamics,1980,2h 9m,https://www.imdb.com/title/tt0081398/?ref_=chttp_t_174
The Wild Robot,8.2,Artificial Intelligence / Computer Animation / Survival / Animation / Sci-Fi / Adaptation / Animation style / Authentic emotion / Character development / Environmentalism / Family dynamics / Friendship / Identity / Personal growth / Survival,2024,1h 42m,https://www.imdb.com/title/tt29623480/?ref_=chttp_t_175
Fargo,8.1,Cop Drama / Dark Comedy / Police Procedural / Tragedy / Crime / Drama / Thriller / Atmospheric / Authentic emotion / Cinematography / Comedic brilliance / Dark humor / Direction / Genre blending / Standout performance,1996,1h 38m,https://www.imdb.com/title/tt0116282/?ref_=chttp_t_176
Warrior,8.1,Boxing / Action / Drama / Sport / Authentic emotion / Character development / Cinematography / Dramatic tension / Emotional weight / Family dynamics / Fight choreography / Inner conflict / Performance,2011,2h 20m,https://www.imdb.com/title/tt1291584/?ref_=chttp_t_177
Harry Potter and the Deathly Hallows: Part 2,8.1,Dark Fantasy / Fantasy Epic / Teen Adventure / Teen Fantasy / Tragedy / Adventure / Family / Fantasy / Mystery / Action sequences / Cinematography / Performance / Special effects / Enduring legacy / Satisfying ending / Adaptation / Character development,2011,2h 10m,https://www.imdb.com/title/tt1201607/?ref_=chttp_t_178
Gran Torino,8.1,Drama / Authentic emotion / Emotional weight / Friendship / Performance / Personal growth / Character development / Family dynamics / Social commentary / Dialogue,2008,1h 56m,https://www.imdb.com/title/tt1205489/?ref_=chttp_t_179
Million Dollar Baby,8.1,Boxing / Tragedy / Drama / Sport / Authentic emotion / Character development / Chemistry / Direction / Dramatic tension / Emotional weight / Performance / Family dynamics / Realism / Uneven quality,2004,2h 12m,https://www.imdb.com/title/tt0405159/?ref_=chttp_t_180
Ben-Hur,8.1,Adventure Epic / Epic / Period Drama / Sword & Sandal / Adventure / Drama / Action sequences / Character development / Chemistry / Cinematography / Dramatic tension / Epic / Faith / Production design / Religious themes,1959,3h 32m,https://www.imdb.com/title/tt0052618/?ref_=chttp_t_181
Mad Max: Fury Road,8.1,Action Epic / Adventure Epic / Car Action / Desert Adventure / Dystopian Sci-Fi / Epic / Quest / Road Trip / Action / Adventure / Action sequences / Cinematography / Dystopian elements / Practical effects / Production design / Stunts / Technical achievement / Thrilling / Visual spectacle / Character development,2015,2h,https://www.imdb.com/title/tt1392190/?ref_=chttp_t_182
My Neighbor Totoro,8.1,Anime / Fairy Tale / Hand-Drawn Animation / Iyashikei / Animation / Comedy / Family / Fantasy / Animation style / Atmospheric / Authentic emotion / Charming / Creature design / Family dynamics / Fantastical elements / Heartfelt / Musical score / Nostalgic,1988,1h 26m,https://www.imdb.com/title/tt0096283/?ref_=chttp_t_183
Barry Lyndon,8.1,Costume Drama / Dark Comedy / Epic / Period Drama / Adventure / Drama / War / Ambitious / Cinematography / Musical score / Production design / Visual spectacle / Authentic emotion / Narration / Pacing,1975,3h 5m,https://www.imdb.com/title/tt0072684/?ref_=chttp_t_184
Dead Poets Society,8.1,Coming-of-Age / Teen Drama / Comedy / Drama / Authentic emotion / Character development / Educational / Freedom / Friendship / Iconic ending / Inspirational / Personal growth / Thought-provoking / Social commentary,1989,2h 8m,https://www.imdb.com/title/tt0097165/?ref_=chttp_t_185
